41.882300, -87.627700, 1.5
42.017376, -87.679207, 1.5
42.017376, -87.679207, 1.5
41.694318, -87.620944, 1.5
41.881045, -87.709106, 1.5
41.775473, -87.677616, 1.5
41.777587, -87.692281, 1.5
41.793197, -87.705852, 1.5
41.858028, -87.720173, 1.5
41.785154, -87.622077, 1.5
41.991834, -87.656720, 1.5
41.775070, -87.683387, 1.5
41.787913, -87.741285, 1.5
41.672204, -87.638263, 1.5
41.890195, -87.626804, 1.5
41.879853, -87.726901, 1.5
41.750123, -87.663578, 1.5
41.780662, -87.689636, 1.5
41.756341, -87.555106, 1.5
41.763103, -87.655555, 1.5
41.937856, -87.760026, 1.5
41.781092, -87.654687, 1.5
41.895895, -87.762506, 1.5
41.758325, -87.561657, 1.5
41.918126, -87.713371, 1.5
41.899446, -87.715373, 1.5
41.758929, -87.708916, 1.5
41.756077, -87.653096, 1.5
41.883547, -87.695424, 1.5
41.767709, -87.585819, 1.5
41.866213, -87.712672, 1.5
41.778188, -87.615724, 1.5
41.933196, -87.806434, 1.5
41.791316, -87.580099, 1.5
41.682465, -87.620804, 1.5
41.677819, -87.631189, 1.5
41.736167, -87.625036, 1.5
41.750828, -87.625183, 1.5
41.691611, -87.621186, 1.5
41.765296, -87.604981, 1.5
41.769288, -87.623631, 1.5
41.760791, -87.630751, 1.5
41.788994, -87.642870, 1.5
41.903597, -87.631586, 1.5
41.861652, -87.660639, 1.5
41.782836, -87.703100, 1.5
41.897986, -87.719912, 1.5
41.883985, -87.625492, 1.5
41.880287, -87.752991, 1.5
41.882899, -87.706436, 1.5
41.747259, -87.641654, 1.5
41.771116, -87.611352, 1.5
41.746522, -87.653780, 1.5
41.779417, -87.674353, 1.5
41.783662, -87.609506, 1.5
41.947925, -87.758043, 1.5
41.650558, -87.545784, 1.5
41.724024, -87.585303, 1.5
41.770135, -87.674719, 1.5
41.910730, -87.668195, 1.5
41.810528, -87.644227, 1.5
41.895512, -87.625625, 1.5
41.939807, -87.650736, 1.5
41.930458, -87.798988, 1.5
41.883985, -87.625492, 1.5
41.964855, -87.714863, 1.5
41.876640, -87.633838, 1.5
41.869860, -87.729797, 1.5
41.733664, -87.664368, 1.5
41.745940, -87.652258, 1.5
41.801885, -87.729390, 1.5
41.903348, -87.748297, 1.5
